miRNA,ERR3412357,ERR3412358,ERR3412359,ERR3412360,ERR3412361,ERR3412362,ERR3412363,ERR3412364,ERR3412365,ERR3412366,ERR3412367,ERR3412368,ERR3412369,ERR3412370,ERR3412371,ERR3412372,ERR3412373,ERR3412374,ERR3412375,ERR3412376,ERR3412377,ERR3412378
hsa-let-7a-3p,6.86,2.25,4.38,0.0,0.0,27.94,29.41,0.0,0.0,17.83,0.0,0.0,0.0,5.47,0.0,1.65,2.78,16.84,3.2,0.0,1.59,0.0
hsa-let-7a-5p,1526.19,1970.63,1848.6,1967.33,1925.94,3800.5,5278.75,1366.04,2331.74,1069.8,3954.84,3156.51,1376.06,3312.02,3210.52,4175.28,1882.89,1583.17,2627.54,974.58,458.3,1454.33
hsa-let-7b-3p,0.0,0.0,0.0,12.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,3.2,0.0,0.0,0.0
hsa-let-7b-5p,322.63,234.49,477.48,161.87,399.72,335.34,213.21,111.36,123.65,160.47,223.26,368.94,334.19,412.64,470.82,611.3,271.37,734.74,837.49,146.47,52.51,291.56
hsa-let-7c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0
hsa-let-7c-5p,171.61,299.88,245.31,186.77,136.27,454.1,441.12,126.21,229.64,106.98,398.67,655.9,117.95,475.49,313.88,952.37,225.45,737.55,533.82,173.23,62.06,203.28
hsa-let-7d-3p,18.31,13.53,17.52,24.9,18.17,41.92,7.35,29.7,17.66,0.0,0.0,81.99,137.61,32.79,8.97,34.6,26.44,11.23,60.73,11.27,1.59,10.45
hsa-let-7d-5p,6.86,47.35,52.57,112.06,63.59,34.93,80.87,37.12,105.99,35.66,31.89,122.98,39.32,38.26,4.48,49.43,57.06,20.35,31.97,45.07,3.18,90.61
hsa-let-7e-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
hsa-let-7e-5p,27.46,148.81,131.42,236.58,163.52,244.52,220.56,81.67,194.31,35.66,63.79,491.92,78.63,207.68,62.78,173.01,134.99,50.53,60.73,101.4,15.91,159.14
hsa-let-7f-5p,1423.22,3499.33,3110.2,2241.26,1280.93,3052.98,3323.11,994.83,3197.31,517.07,2519.61,2582.6,1238.45,4962.56,2654.51,6043.78,3785.27,1299.66,3135.79,2157.59,456.71,3183.96
hsa-let-7g-5p,286.02,200.67,262.83,62.26,254.37,447.12,301.43,74.24,335.63,213.96,350.83,81.99,19.66,316.99,582.92,487.72,130.81,228.77,476.28,87.32,119.35,109.19
hsa-let-7i-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0
hsa-let-7i-5p,105.25,63.13,91.99,62.26,136.27,139.72,66.17,29.7,52.99,53.49,47.84,81.99,0.0,112.04,295.94,92.27,90.46,308.07,460.3,39.43,20.69,46.46
hsa-miR-100-3p,0.0,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,22.88,29.31,65.71,0.0,27.25,139.72,58.82,51.97,35.33,0.0,31.89,122.98,19.66,65.58,67.26,70.85,100.2,111.58,51.14,28.17,57.29,47.63
hsa-miR-101-3p,70.93,22.55,65.71,24.9,36.34,41.92,0.0,22.27,17.66,17.83,47.84,204.97,39.32,38.26,121.07,123.58,66.8,228.07,409.15,45.07,23.87,32.52
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,2.11,3.2,0.0,0.0,0.0
hsa-miR-10226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.7,0.0,0.0,0.0,0.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0
hsa-miR-103a-3p,77.8,33.82,4.38,12.45,0.0,90.82,66.17,7.42,35.33,0.0,95.68,0.0,0.0,112.04,44.84,4.94,11.13,227.37,137.45,2.82,3.18,41.82
hsa-miR-10401-3p,4.58,0.0,0.0,0.0,9.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,1.59,1.16
hsa-miR-106a-5p,0.0,0.0,13.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,3.3,0.0,2.11,0.0,0.0,0.0,3.48
hsa-miR-106b-3p,0.0,0.0,17.52,0.0,18.17,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47,4.48,1.65,1.39,28.77,19.18,0.0,0.0,1.16
hsa-miR-106b-5p,2.29,4.51,4.38,0.0,9.08,0.0,0.0,0.0,17.66,0.0,0.0,0.0,0.0,2.73,0.0,1.65,0.0,3.51,12.79,0.0,1.59,1.16
hsa-miR-107,9.15,0.0,0.0,37.35,9.08,13.97,7.35,14.85,0.0,35.66,0.0,40.99,19.66,8.2,0.0,4.94,2.78,79.3,9.59,2.82,1.59,12.78
hsa-miR-10a-3p,2.29,6.76,4.38,0.0,9.08,0.0,7.35,0.0,17.66,0.0,0.0,0.0,0.0,16.4,4.48,8.24,8.35,8.42,6.39,2.82,4.77,10.45
hsa-miR-10a-5p,48771.61,21307.15,40555.28,45696.78,51500.78,82067.08,140820.63,24997.03,101695.81,24480.7,149167.57,62023.45,76980.54,52188.88,169260.64,82538.45,81533.59,65899.27,96739.55,24116.51,55142.69,38501.39
hsa-miR-10b-3p,0.0,0.0,8.76,0.0,0.0,13.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47,8.97,6.59,4.17,6.32,9.59,1.41,0.0,6.97
hsa-miR-10b-5p,121884.42,63590.02,86086.88,91605.24,122833.32,239773.93,380180.42,48910.14,332079.14,74440.58,338154.62,181069.12,195498.33,106132.15,536568.96,249711.24,245985.46,283105.95,331198.06,57171.79,130875.58,124021.06
hsa-miR-1180-3p,4.58,0.0,0.0,0.0,0.0,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,1.65,2.78,1.4,0.0,0.0,1.59,2.32
hsa-miR-12136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.16
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0
hsa-miR-1251-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.83,0.0,0.0,0.0,0.0,4.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,2.29,0.0,4.38,0.0,0.0,0.0,7.35,0.0,0.0,0.0,15.95,0.0,0.0,8.2,0.0,1.65,0.0,0.0,3.2,0.0,0.0,1.16
hsa-miR-125a-5p,439.32,162.34,490.62,311.29,227.12,698.62,816.07,193.03,335.63,106.98,765.45,491.92,432.47,724.16,753.31,996.86,937.97,167.02,556.19,180.27,313.49,334.54
hsa-miR-125b-1-3p,0.0,0.0,0.0,0.0,0.0,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,0.0,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,0.0,1.41,0.0,1.16
hsa-miR-125b-5p,32.03,36.08,83.23,74.71,45.42,76.85,117.63,14.85,35.33,17.83,79.73,163.97,58.97,101.11,67.26,252.1,116.9,102.46,233.35,42.25,39.78,56.92
hsa-miR-126-3p,0.0,0.0,0.0,0.0,0.0,0.0,7.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.97,3.3,0.0,1.4,3.2,0.0,3.18,0.0
hsa-miR-126-5p,2.29,2.25,4.38,0.0,0.0,6.99,7.35,0.0,17.66,0.0,0.0,122.98,0.0,2.73,8.97,3.3,0.0,13.33,3.2,0.0,3.18,2.32
hsa-miR-1260b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,1.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0
hsa-miR-1263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0
hsa-miR-127-3p,2.29,0.0,8.76,0.0,0.0,0.0,14.7,0.0,0.0,0.0,0.0,81.99,0.0,2.73,0.0,1.65,6.96,0.0,3.2,1.41,0.0,0.0
hsa-miR-1270,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0
hsa-miR-1273h-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
hsa-miR-128-3p,11.44,4.51,17.52,12.45,9.08,13.97,7.35,7.42,17.66,17.83,0.0,163.97,19.66,10.93,22.42,11.53,13.92,6.32,19.18,7.04,3.18,20.91
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.59,0.0
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,9.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
hsa-miR-129-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,3.2,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,4.38,0.0,0.0,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61,0.0,0.0,1.59,1.16
hsa-miR-1299,0.0,4.51,0.0,0.0,0.0,0.0,0.0,7.42,17.66,0.0,0.0,0.0,0.0,0.0,0.0,9.89,0.0,0.7,0.0,1.41,1.59,0.0
hsa-miR-1301-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,2.32
hsa-miR-1303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.16
hsa-miR-1307-3p,2.29,2.25,4.38,0.0,0.0,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,3.3,2.78,11.93,3.2,1.41,4.77,2.32
hsa-miR-1307-5p,0.0,0.0,8.76,12.45,9.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2.78,56.84,15.98,2.82,0.0,1.16
hsa-miR-130a-3p,13.73,13.53,8.76,12.45,18.17,0.0,7.35,0.0,17.66,0.0,15.95,0.0,0.0,21.86,26.9,16.48,29.22,41.4,67.13,14.08,6.37,19.75
hsa-miR-130b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,8.97,1.65,1.39,6.32,3.2,0.0,0.0,0.0
hsa-miR-130b-5p,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,4.48,1.65,0.0,2.11,0.0,0.0,0.0,0.0
hsa-miR-132-3p,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,1.39,5.61,6.39,1.41,0.0,1.16
hsa-miR-132-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-2-3p,0.0,0.0,4.38,0.0,0.0,6.99,0.0,7.42,0.0,0.0,0.0,0.0,0.0,0.0,4.48,1.65,1.39,4.21,0.0,2.82,0.0,1.16
hsa-miR-135a-5p,0.0,0.0,8.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59,2.78,2.81,0.0,1.41,0.0,3.48
hsa-miR-135b-5p,0.0,0.0,4.38,0.0,0.0,0.0,0.0,7.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,0.0,0.0,1.59,0.0
hsa-miR-136-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
hsa-miR-138-5p,0.0,0.0,0.0,0.0,0.0,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,3.51,0.0,0.0,0.0,0.0
hsa-miR-139-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.99,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0
hsa-miR-140-3p,22.88,2.25,26.28,0.0,0.0,27.94,7.35,0.0,0.0,0.0,0.0,0.0,0.0,10.93,8.97,13.18,18.09,56.84,86.31,5.63,12.73,6.97
hsa-miR-140-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,0.0,0.0,7.72,0.0,0.0,1.59,0.0
hsa-miR-141-3p,302.03,92.44,884.87,410.9,136.27,579.86,301.43,274.69,158.98,89.15,398.67,204.97,235.9,691.37,192.81,1014.99,372.96,1484.92,738.4,121.12,109.8,171.92
hsa-miR-141-5p,9.15,0.0,8.76,0.0,0.0,13.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,4.48,9.89,2.78,22.46,15.98,2.82,0.0,1.16
hsa-miR-142-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0
hsa-miR-142-5p,9.15,2.25,30.66,0.0,36.34,62.88,7.35,14.85,0.0,0.0,0.0,40.99,727.34,13.66,461.85,3.3,4.17,639.3,3075.05,4.23,22.28,1.16
hsa-miR-143-3p,20.59,6.76,21.9,0.0,9.08,34.93,0.0,14.85,0.0,17.83,0.0,737.89,1100.85,8.2,1614.23,0.0,8.35,722.81,3081.45,4.23,17.5,1.16
hsa-miR-144-3p,0.0,0.0,0.0,0.0,0.0,6.99,0.0,7.42,0.0,0.0,0.0,0.0,0.0,0.0,8.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-144-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-145-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.97,0.0,0.0,0.0,0.0,4.91,25.57,0.0,0.0,0.0
hsa-miR-1468-5p,6.86,0.0,4.38,0.0,0.0,0.0,14.7,0.0,0.0,0.0,15.95,0.0,0.0,2.73,0.0,14.83,6.96,4.91,6.39,2.82,1.59,3.48
hsa-miR-146a-5p,43.47,0.0,21.9,0.0,9.08,48.9,14.7,14.85,0.0,17.83,47.84,0.0,39.32,30.06,112.1,21.42,16.7,257.55,153.43,2.82,6.37,4.65
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.66,0.0,0.0,9.89,0.0,0.7,3.2,0.0,0.0,0.0
hsa-miR-146b-5p,132.71,24.8,87.61,12.45,36.34,90.82,95.58,29.7,52.99,0.0,111.63,81.99,39.32,106.57,434.94,171.36,87.67,877.2,441.12,52.11,68.43,77.83
hsa-miR-147b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,0.0,0.0,1.4,3.2,0.0,0.0,0.0
hsa-miR-148a-3p,1082.29,595.25,3289.81,435.8,835.79,1404.23,727.85,497.42,847.91,517.07,637.88,245.96,1729.9,1921.08,1824.97,4120.91,1889.85,11209.88,16043.34,732.34,370.78,1014.08
hsa-miR-148a-5p,6.86,0.0,35.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.95,0.0,0.0,0.0,0.0,31.31,8.35,43.51,31.97,4.23,1.59,3.48
hsa-miR-148b-3p,13.73,2.25,13.14,0.0,18.17,13.97,14.7,7.42,0.0,0.0,0.0,81.99,19.66,13.66,13.45,24.72,8.35,68.77,63.93,8.45,6.37,13.94
hsa-miR-148b-5p,2.29,0.0,0.0,0.0,9.08,0.0,0.0,0.0,17.66,0.0,0.0,0.0,0.0,0.0,0.0,1.65,1.39,2.81,0.0,0.0,1.59,1.16
hsa-miR-149-5p,4.58,2.25,8.76,0.0,9.08,0.0,0.0,0.0,0.0,0.0,0.0,40.99,0.0,10.93,0.0,11.53,1.39,4.91,6.39,8.45,1.59,6.97
hsa-miR-150-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,13.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-151a-3p,260.85,101.46,346.06,124.51,90.85,300.41,235.26,81.67,88.32,89.15,127.58,40.99,98.29,388.04,237.65,477.83,388.27,512.98,453.91,116.89,85.93,238.13
hsa-miR-151a-5p,187.63,99.21,162.08,99.61,163.52,216.57,198.5,89.09,123.65,89.15,95.68,40.99,19.66,278.73,85.2,248.8,211.53,138.95,185.4,76.05,39.78,154.49
hsa-miR-151b,2.29,2.25,4.38,0.0,0.0,6.99,7.35,0.0,0.0,0.0,15.95,0.0,0.0,0.0,0.0,11.53,6.96,0.7,3.2,2.82,1.59,3.48
hsa-miR-152-3p,2.29,0.0,0.0,12.45,0.0,6.99,7.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,2.78,7.72,0.0,1.41,0.0,0.0
