Accession,Status,Has_Results,SubmissionDate,Title,Is_Blood,Is_CellLine
PXD035494,MaxQuant (Other),Not Checked,2022-07-21,PROTEOMIC ANALYSIS OF URINARY EXTRACELLULAR VESICLES OF KIDNEY TRANSPLANT RECIPIENTS WITH BKV VIRURIA AND VIREMIA.,False,False
PXD035244,Cell Line,Not Checked,2022-07-11,Small Extracellular Vesicles from Hypoxic Triple-Negative Breast Cancer Cells induce Oxygen-dependent Cell Invasion,False,True
PXD034603,Mixed/Unsure,False,2022-06-16,Proteomic profiling of subsets of NK cell-derived extracellular vesicles by LC-MS/MS,True,True
PXD034573,High Priority (Blood),False,2022-06-16,Cancer-associated fibroblasts produce matrix-bound vesicles that influence endothelial cell function (part 5: pCAF1 proteome),True,False
PXD034519,High Priority (Blood),False,2022-06-14,Cancer-associated fibroblasts produce matrix-bound vesicles that influence endothelial cell function (part 4: Proteomic analysis of pCAFs expressing high and low α-SMA protein levels),True,False
PXD034467,High Priority (Blood),False,2022-06-10,Cancer-associated fibroblasts produce matrix-bound vesicles that influence endothelial cell function (part 3: Proteomic analysis of CM-EVs and MBVs secreted by pCAFs),True,False
PXD034460,High Priority (Blood),False,2022-06-10,Cancer-associated fibroblasts produce matrix-bound vesicles that influence endothelial cell function (part 2: THP-1 proteome ),True,False
PXD034369,High Priority (Blood),True,2022-06-06,Isolation and Characterisation of EVs from Feline Plasma: A Comparative Analysis with Human Plasma Derived EVs,True,False
PXD033898,High Priority (Blood),False,2022-05-16,Proteomic profiling of extracellular vesicles suggests Collectin10 as potential biomarker in relapsing head and neck squamous cell carcinoma,True,False
PXD033253,MaxQuant (Other),Not Checked,2022-04-14,CRISPR-Cas9 Editing of TLR4 Improves the Outcome of Cardiac Cell Therapy,False,False
PXD033117,High Priority (Blood),False,2022-04-08,Effect of Sample Transportation on the Proteome of Human Circulating Blood Extracellular Vesicles,True,False
PXD033002,Cell Line,Not Checked,2022-04-06,TLR4 activation primes human macrophages for non-canonical caspase-4 inflammasome-induced extracellular vesicle secretion,False,True
PXD032394,High Priority (Blood),True,2022-03-18,Comparison of performances of automatic versus manual liquid handling in density-based separation of extracellular vesicles from plasma and urine,True,False
PXD032334,Cell Line,Not Checked,2022-03-16,Proteomic characterization of SEC-fractionated sEV subpopulations,False,True
PXD032224,MaxQuant (Other),Not Checked,2022-03-11,Increased microtubule growth is required for extracellular vesicle mediated HER2 paracrine signaling to promote melanoma cancer cell invasion,False,False
PXD032012,High Priority (Blood),False,2022-03-02,Malaria-infected cells release distinct vesicle subsets featuring markers of different destinations,True,False
PXD031729,Cell Line,Not Checked,2022-02-17,"Proteomic analysis of small extracellular vesicles (sEVs) derived from primary keratinocytes cultured in different calcium concentrations, treated with a peanut allergen extract and atopic dermatitis (AD)-relevant cytokines",False,True
PXD031527,Mixed/Unsure,False,2022-02-09,Autophagy cargo receptors are secreted via extracellular vesicles and particles in response to endolysosomal inhibition or impaired autophagosome maturation,True,True
PXD031077,MaxQuant (Other),Not Checked,2022-01-19,Invadopodia small extracellular vesicles glioblastoma,False,False
PXD030779,Cell Line,Not Checked,2022-01-06,Cardiac progenitor cell-derived extracellular vesicles promote angiogenesis through associated- and co-isolated proteins including PAPP-A,False,True
PXD030640,Cell Line,Not Checked,2021-12-24,Proteomic analysis of human Sertoli cells-derived extracellular vesicles,False,True
PXD030478,MaxQuant (Other),Not Checked,2021-12-17,Heterotopic ossification vs. fracture healing,False,False
PXD030424,Mixed/Unsure,False,2021-12-15,Phosphoproteomic analysis of breast cancer-derived extracellular vesicles reveals disease-specific phosphorylated enzymes,True,True
PXD029766,Cell Line,Not Checked,2021-11-16,Mesenchymal stem cell-derived extracellular vesicles,False,True
PXD029591,Cell Line,Not Checked,2021-11-05,Intact extracellular vesicle cross-linking on vesicles derived from  MDA-MB-231 and LM2 cells,False,True
PXD029441,MaxQuant (Other),Not Checked,2021-10-29,Role of EVs in inflammation propagation and oxidative stress during vascular calcification,False,False
PXD029015,High Priority (Blood),False,2021-10-08,Human serum extracellular vesicle proteomic profile depends on the enrichment method employed,True,False
PXD028515,Mixed/Unsure,True,2021-09-16,Identification of plasma extracellular vesicle biomarkers after burn injury,True,True
PXD028438,MaxQuant (Other),Not Checked,2021-09-09,Extracellular vesicles are crucial mediators in orchestrating brain development and disease,False,False
PXD027980,Cell Line,Not Checked,2021-08-17,Proteomics analysis of extracellular vesicles,False,True
PXD027948,Cell Line,Not Checked,2021-08-16,SILAC Strategy for Analysis of Proteins Released To the Extracellular Medium and Penetrated,False,True
PXD027642,MaxQuant (Other),Not Checked,2021-07-29,human embryo proteome reprogramming by endometrial extracellular vesicles,False,False
PXD027581,Cell Line,Not Checked,2021-07-27,Neuroprotective properties of Mesenchymal Stromal Cell–Derived Extracellular Vesicles in Models of Acute Brain Pathology,False,True
PXD027240,MaxQuant (Other),Not Checked,2021-07-12,"proteomic profiling of small extracellular vesicles (EVs), released by chronic myeloid leukemia cells K562",False,False
PXD027142,MaxQuant (Other),Not Checked,2021-07-07,Renal cell-derived extracellular vesicles as a modulator of tubuloid functional maturation,False,False
PXD026974,MaxQuant (Other),Not Checked,2021-06-28,Optimization of small extracellular vesicle isolation from expressed prostatic secretions in urine for in-depth proteomic analysis,False,False
PXD026658,Cell Line,Not Checked,2021-06-11,Surface proteome of large extracellular vesicles,False,True
PXD026491,MaxQuant (Other),Not Checked,2021-06-04,Proteome Profiling of Cerebrospinal Fluid reveals novel biomarker candidates for Parkinson’s disease,False,False
PXD026340,High Priority (Blood),True,2021-05-28,Modulation of Early Neutrophil Granulation: The Circulating Tumor Cell-Extravesicular Connection in Pancreatic Ductal  Adenocarcinoma,True,False
PXD025590,Cell Line,Not Checked,2021-04-23,Proteome characterization of BALF extracellular vesicles in Idiopathic Pulmonary Fibrosis: unveiling undercover molecular pathways.,False,True
PXD025522,Mixed/Unsure,False,2021-04-21,Patient-derived extracellular vesicles drive cancer stemness and tumorigenesis in hepatocellular carcinoma via polymeric immunoglobulin receptor,True,True
PXD025408,High Priority (Blood),False,2021-04-15,Tear proteomics reveals the molecular basis of the efficacy of human recombinant nerve growth factor treatment for Neurotrophic Keratopathy,True,False
PXD024733,Mixed/Unsure,False,2021-03-15,culture media formulations on extracellular vesicle production by amniotic epithelial cells,True,True
PXD024324,MaxQuant (Other),Not Checked,2021-02-23,A  urine storage protocol that is feasible with at home self-sampling for extracellular vesicle proteomics,False,False
PXD024276,Cell Line,Not Checked,2021-02-22,Trastuzumab modulates the protein cargo of extracellular vesicles released by ERBB2+ breast cancer cells,False,True
PXD024216,High Priority (Blood),True,2021-02-17,Shotgun-based Proteomics of Extracellular Vesicles in Alzheimer’s Disease Reveals Biomarkers Involved in Immunological and Coagulation Pathways,True,False
PXD023988,MaxQuant (Other),Not Checked,2021-02-04,PANNEXIN-1 CHANNEL REGULATES NUCLEAR CONTENT PACKAGING INTO APOPTOTIC BODIES AND THEIR SIZE,False,False
PXD023505,Cell Line,Not Checked,2021-01-21,Proteomics Profiling of Breast Cell Line-derived Extracellular Vesicles,False,True
PXD023165,Mixed/Unsure,False,2020-12-16,"CD9, a key mediator of pancreatic cancer cell aggressiveness driven by CAFs-derived extracellular vesicles",True,True
PXD022983,MaxQuant (Other),Not Checked,2020-12-08,Longitudinal landscape of urinary EV proteome reveals stable protein expression patterns within and between individuals,False,False
PXD023001,High Priority (Blood),False,2020-12-08,Assessing the biomolecular landscape and dynamics of systemically circulating lipid-carrying particles,True,False
PXD022843,High Priority (Blood),False,2020-12-01,TMT-based proteomics and phosphoproteomics analysis of proteome changes in seminal plasma extracellular vesicles of azoospermia,True,False
PXD021988,Mixed/Unsure,False,2020-10-15,"Human, bronchoalveolar lavage, extracellular vesicles",True,True
PXD021926,Cell Line,Not Checked,2020-10-12,A novel enzyme-mediated method for covalent surface modification of extracellular vesicles to achieve targeted drug delivery,False,True
PXD021511,Mixed/Unsure,False,2020-09-16,Small extracellular vesicles-delivered LSD1 promotes gastric cancer cell stemness,True,True
PXD021344,MaxQuant (Other),Not Checked,2020-09-07,The proteomic landscape of small urinary extracellular vesicles during kidney transplantation,False,False
PXD021192,High Priority (Blood),False,2020-08-28,Proteomic profiling of two distinct populations of extracellular vesicles isolated from human seminal plasma indicates their biogenesis by prostate epithelial cells and potential as biomarker for prostate cancer,True,False
PXD020975,MaxQuant (Other),Not Checked,2020-08-18,Small extracellular vesicles in human uterine fluid,False,False
PXD020629,High Priority (Blood),True,2020-07-29,Distinct features of plasma extracellular vesicles in amyotrophic lateral sclerosis patients,True,False
PXD020219,Mixed/Unsure,True,2020-07-06,Proteomic analysis of extracellular vesicles and conditioned medium from human Adipose-derived Stem/Stromal Cells and Dermal Fibroblasts,True,True
PXD020223,Mixed/Unsure,True,2020-07-06,Small extracellular vesicles-delivered LSD1 promotes gastric cancer cell stemness,True,True
PXD019566,High Priority (Blood),True,2020-06-04,Nidogen 1-enriched extracellular vesicles facilitate extrahepatic metastasis of liver cancer by activating pulmonary lung fibroblasts to secrete tumor necrosis factor  receptor 1,True,False
PXD019216,MaxQuant (Other),Not Checked,2020-05-15,Reductionist approach using primary and metastatic cell-derived extracellular vesicles prospect proteins associated with oral cancer prognosis,False,False
PXD019074,Cell Line,Not Checked,2020-05-11,Jurkat extracellular vesicle fractionation profiling,False,True
PXD018655,Cell Line,Not Checked,2020-04-22,Proteomic analysis of small extracellular vesicles derived from human ESCs,False,True
PXD018154,High Priority (Blood),False,2020-03-23,20S proteasomes exported by malaria parasite promote its growth,True,False
PXD017542,MaxQuant (Other),Not Checked,2020-02-17,"Production and application of recombinant extracellular vesicles for method development, data normalization and assessment of pre-analytical variables",False,False
PXD017172,High Priority (Blood),False,2020-01-17,Identification of osteolineage cell-derived extracellular vesicle cargo implicated in hematopoietic support,True,False
PXD015145,MaxQuant (Other),Not Checked,2019-08-23,PROTEOMIC ANALYSIS OF EXTRACELLULAR VESICLES FROM RHEUMATOID ARTHRITIS SYNOVIAL FLUID,False,False
PXD014572,Cell Line,Not Checked,2019-07-11,Extracellular vesicles from therapeutic grade allogeneic human placental stromal cells induce angiogenesis and modulate immunity,False,True
PXD014579,Cell Line,Not Checked,2019-07-11,Cell-derived extracellular vesicles can be used as a biomarker reservoir for glioblastoma tumor subtyping,False,True
PXD013980,Cell Line,Not Checked,2019-05-23,SILAC-Based Quantification of TGFBR2-Dependent Protein Expression in Extracellular Vesicles of Microsatellite Unstable Colorectal Cancers,False,True
PXD012321,MaxQuant (Other),Not Checked,2019-01-14,Proteomics of extracellular vesicle after SDCBP knockout,False,False
PXD012162,MaxQuant (Other),Not Checked,2018-12-21,Proteomic profiling of breast cancer-derived extracellular vesicles,False,False
PXD011611,Cell Line,Not Checked,2018-11-07,Lipopolysaccharide-regulated secretion of soluble and vesicle-based colorectal cancer cell proteins,False,True
PXD010269,Cell Line,Not Checked,2018-06-29,Recombinant extracellular vesicles as a biological reference material,False,True
PXD009356,High Priority (Blood),False,2018-03-28,Comparative platelet releasate proteome profiling of acute coronary syndrome versus stable coronary artery disease,True,False
PXD006539,Mixed/Unsure,False,2017-05-18,Hypoxia-induced proteomic remodeling of human mammary cancer associated fibroblast - siRNA NCBP2-AS2,True,True
PXD006541,Cell Line,Not Checked,2017-05-18,LC-MSMS of cell secretome for MAP1LC3B interactors,False,True
PXD006535,Mixed/Unsure,False,2017-05-17,Hypoxia-induced proteomic remodeling of human mammary cancer associated fibroblast,True,True
PXD005083,Cell Line,Not Checked,2017-01-19,Proteomic and bioinformatic characterization of proteins secreted conventionally and unconventionally from human primary macrophages upon LPS transfection,False,True
PXD035422,High Priority (Blood),True,2022-07-20,Data in support of Temporal changes of inflammation and endothelial dysfunction in multiple sclerosis related to the evolution of enhancing lesions on frequent brain MRI,True,False
PXD034221,Mixed/Unsure,False,2022-05-30,Serum proteomics profiling identifies a signature  for lung cancer early diagnosis,True,True
PXD030390,MaxQuant (Other),Not Checked,2021-12-14,Proteomic Signature for Detection of High Grade Ovarian Cancer in germline BRCA mutation carriers,False,False
PXD017056,Mixed/Unsure,True,2020-01-10,VESICULATION OF RED BLOOD CELLS IN THE BLOOD BANK: A MULTI-OMICS APPROACH TOWARDS IDENTIFICATION OF CAUSES AND CONSEQUENCES,True,True
PXD016479,Cell Line,Not Checked,2019-11-27,Cytokine-induced GBP1 release from human ovarian cancer cells,False,True
PXD009655,High Priority (Blood),False,2018-10-18,Microvesicle Proteomic profiling of Uterine Liquid Biopsy for Ovarian Cancer Early Detection,True,False
PXD001192,Mixed/Unsure,False,2014-08-01,Regulation of microtubules by DIAPH3 loss influences amoeboid tumor cell sensitivity to taxanes,True,True
PXD068982,High Priority (Blood),True,2025-09-30,Advancing Plasma Proteomics for the Discovery of Ovarian Cancer Biomarkers ,True,False
PXD056710,High Priority (Blood),False,2024-10-11,Human plasma proteomics analysis of PAD patients and Healthy control,True,False
PXD055973,High Priority (Blood),False,2024-09-18,Human plasma proteome immune response to COVID-19,True,False
PXD051013,High Priority (Blood),False,2024-03-27,"Lipid class-specific kinetics of plasma fatty acids, oxylipins, endocannabinoids, lysophospholipids and bile acids upon a lipopolysaccharide challenge of healthy humans and their modulation by anti-oxidative supplements",True,False
PXD046731,Mixed/Unsure,False,2023-11-07,Integrative Multianalytical Model Based on Novel Plasma Protein Biomarkers for Distinguishing Lung Adenocarcinoma and Benign Pulmonary Nodules,True,True
PXD043033,High Priority (Blood),False,2023-06-15,Infected erythrocytes and plasma proteomics reveal a specific protein signature of severe malaria ,True,False
PXD042503,High Priority (Blood),False,2023-05-25,Infected erythrocytes and plasma proteomics reveal a specific protein signature of severe malaria.,True,False
PXD040526,High Priority (Blood),False,2023-03-01,Longitudinal plasma profiling on AML patients,True,False
PXD036969,High Priority (Blood),False,2022-09-25,Multi-omics provide evidence for an anti-inflammatory immune signature and metabolic alterations in patients with Long COVID Syndrome – an exploratory study (plasma),True,False
PXD036491,High Priority (Blood),True,2022-09-02,"Proteomic analysis identifies a signature of disease severity in the plasma of COVID-19 pneumonia patients associated to neutrophil, platelet and complement activation",True,False
PXD035120,Mixed/Unsure,False,2022-07-06,Plasma proteomics enable differentiation of lung adenocarcinoma from chronic obstructive pulmonary disease (COPD),True,True
PXD033493,High Priority (Blood),False,2022-04-28,The plasma proteome is favorably modified by a high protein diet but not by additional resistance training in older adults - a 17-week randomized controlled trial,True,False
PXD032932,High Priority (Blood),False,2022-04-02,A TMT- based comparative quantitative proteomics analysis was used to reveal the changes of plasma proteomics profiles between longevity subjects and non-longevity area participants  in order to identify plasma proteins associated with glucose metabolism in longevity population,True,False
PXD031278,High Priority (Blood),False,2022-01-26,Thrombo-Inflammation in Preeclampsia and Pregnancy Induced Hypertension: Proteomics And Metabolomics Profiling of Platelets and Plasma Mediators,True,False
PXD030775,Mixed/Unsure,False,2022-01-06,Exploring post-genomic biomarker signatures based on pathomechanisms of ulcerative colitis,True,True
PXD029473,High Priority (Blood),False,2021-11-01,Role of plasma proteomics in predicting the prognosis of older men with chronic coronary syndrome,True,False
PXD022469,High Priority (Blood),False,2020-11-11,Proteome-wide evaluation of plasma depletion methods vis-à-vis fractionation techniques,True,False
PXD022296,High Priority (Blood),False,2020-11-02,Mass-spectrometry based plasma proteomics identifies biomarkers for the detection of COVID-19 progression,True,False
PXD021677,High Priority (Blood),True,2020-09-25,"Clinical proteomics data contains uniquely identifiable, personally sensitive and incidental findings",True,False
PXD019817,High Priority (Blood),True,2020-06-16,Plasma proteome changes during the first week of human life in two independent cohorts,True,False
PXD019284,Mixed/Unsure,True,2020-05-19,Subclinical effects of remote ischaemic conditioning in human kidney transplants revealed by quantitative proteomics,True,True
PXD016199,High Priority (Blood),False,2019-11-08,Age-Dependent Changes in the Plasma Proteome of Healthy Adults,True,False
PXD013231,High Priority (Blood),False,2019-04-03,"Analysis of 1,508 plasma samples of the DiOGenes study - Robust, single shot capillary flow data-independent acquisition to decipher proteomic profiles of weight loss and maintenance",True,False
PXD011797,Mixed/Unsure,False,2018-11-22,Global Enrichment of Low-Abundance Peptide Hormones in Plasma for Discovery and Quantitation,True,True
PXD010393,High Priority (Blood),False,2018-07-12,"A novel LC system embeds analytes in pre-formed gradients for rapid, ultra-robust proteomics",True,False
PXD007657,High Priority (Blood),False,2017-09-05,Multi-omics biomarker pipeline reveals elevated levels of protein-glutamine gamma-glutamyltransferase 4 in seminal plasma of prostate cancer patients,True,False
PXD004182,High Priority (Blood),False,2016-10-14,HCD fragmentation of glycated peptides,True,False
PXD000959,High Priority (Blood),False,2014-05-08,N-linked glycoproteome of human seminal plasma,True,False
PXD063043,Mixed/Unsure,True,2025-04-16,High-throughput plasma/serum proteomics by coupling nanoparticle protein corona-based sample preparation and capillary zone electrophoresis-tandem mass spectrometry,True,True
PXD046387,High Priority (Blood),False,2023-10-25,Longitudinal serum proteomics of mother-infant dyads with HLA-conferred type 1 diabetes risk,True,False
PXD033989,High Priority (Blood),True,2022-05-19,Serum Proteomics of Severe Fever with Thrombocytopenia Syndrome Patients,True,False
PXD033203,Mixed/Unsure,False,2022-04-13,Solar exposed skin induces sex-dependent food-seeking behavior,True,True
PXD029710,Mixed/Unsure,False,2021-11-12,Nanodiamond Solid Phase Extraction and Triton X-114 Cloud Point Separation for Robust Fractionation and Shotgun Proteomics Analysis of Human Serum Proteome,True,True
PXD022886,High Priority (Blood),False,2020-12-03,Serum proteomics of sng- and pain-trend fibromyalgia patients,True,False
PXD019945,High Priority (Blood),True,2020-07-02,Identification of candidate circulating glucocorticoid response biomarkers in humans using a proteomic approach,True,False
PXD015360,Mixed/Unsure,False,2019-09-09,Comparative glycoproteomic profiling of human body fluid between healthy controls and patients with papillary thyroid carcinoma,True,True
PXD010528,High Priority (Blood),False,2018-07-23,Data in support of serum proteomics of Laparoscopic Gastric Plication,True,False
PXD010149,High Priority (Blood),False,2018-06-18,Dataset in support of patients on clinical suspicion of infective endocarditis included in a study searching for novel putative biomarkers,True,False
PXD008278,High Priority (Blood),False,2017-11-23,Serum proteomics of Premature Carotid atherosclerosis: The Cardiovascular Risk in Young Finns Study,True,False
PXD008163,High Priority (Blood),False,2017-11-08,Depleted Prefractionated Human Plasma for Data Independent Acquisition Spectral Library,True,False
PXD001171,High Priority (Blood),False,2014-07-24,Human Serum LC-MS/MS -  LC-MS/MS-based serum proteomics for identification of candidate biomarkers for hepatocellular carcinoma,True,False
